ImageURL,Name,URL
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx17513-gfqhEF7XYYvm.jpg,Diabolik Lovers,https://aniwatchtv.to/diabolik-lovers-9707?ref=search
https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx85370-jf3QsOKMnpyq.jpg,Chivalry of a Failed Knight,https://hianime.to/watch/chivalry-of-a-failed-knight-1406?ep=20077
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx186524-JSsyFR3FqTO8.jpg,Li'l Miss Vampire Can't Suck Right,https://hianime.to/lil-miss-vampire-cant-suck-right-19897?ref=search
https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx131140-HPBnm2gA4gUs.jpg,"There was a Cute Girl in the Hero's Party, so I Tried Confessing to Her",https://aniwatchtv.to/there-was-a-cute-girl-in-the-heros-party-so-i-tried-confessing-to-her-20341
https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx169272-1a2RZ43tqOdw.jpg,Tune In to the Midnight Heart,https://aniwatchtv.to/tune-in-to-the-midnight-heart-20361
https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx146878-BN1vrmuNqcO8.jpg,"Jack-of-All-Trades, Party of None",https://aniwatchtv.to/jack-of-all-trades-party-of-none-20333
https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx120502-hcoa5cQG0RD1.jpg,In the Clear Moonlit Dusk,https://aniwatchtv.to/in-the-clear-moonlit-dusk-20365
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx180746-eqDiHbzoHMFh.jpg,Shiboyugi: Playing Death Games to Put Food on the Table,https://aniwatchtv.to/shiboyugi-playing-death-games-to-put-food-on-the-table-20325?ref=search
https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx112573-85nfyFjbwqtf.jpg,Champignon Witch,https://hianime.to/champignon-witch-20277
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx185262-95wbx3Y9hCwm.jpg,Hell Mode: The Hardcore Gamer Dominates in Another World with Garbage Balancing,https://aniwatchtv.to/hell-mode-the-hardcore-gamer-dominates-in-another-world-with-garbage-balancing-20305
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx187989-IjVYJxi0bEcr.jpg,Scum of the Brave,https://hianime.to/scum-of-the-brave-20241
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx187901-T91HmZAaNwOF.jpg,Dead Account,https://hianime.to/dead-account-20301
https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx152310-A9roqttYhPu5.jpg,A Misanthrope Teaches a Class for Demi-Humans,https://hianime.to/a-misanthrope-teaches-a-class-for-demi-humans-20233
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx184951-s8Lg2muPBhdX.jpg,You and I Are Polar Opposites,https://aniwatchtv.to/you-and-i-are-polar-opposites-20369
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx186333-32qDHxLkndpg.png,Kunon the Sorcerer Can See,https://aniwatchtv.to/kunon-the-sorcerer-can-see-20293
https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx102837-KqOAqcagkE8D.jpg,The Villainess Is Adored by the Prince of the Neighbor Kingdom,https://hianime.to/the-villainess-is-adored-by-the-prince-of-the-neighbor-kingdom-20313
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx177580-ujQw6Ws3oVCi.jpg,Hana-Kimi,https://hianime.to/hana-kimi-20285
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx181443-Df41Nlf7xjgI.jpg,Dark Moon: The Blood Altar,https://hianime.to/dark-moon-the-blood-altar-20265
https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx136680-OMhyYOOVJ7jU.jpg,Sanda,https://hianime.to/sanda-19920
https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx106144-iY5AFDjifnNk.jpg,My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World,https://hianime.to/watch/my-isekai-life-i-gained-a-second-character-class-and-became-the-strongest-sage-in-the-world-17502?ep=92831
