ImageURL,Name,URL,
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx180812-162w2RBaqJzE.jpg,I Left My A-Rank Party to Help My Former Students Reach the Dungeon Depths!,https://hianime.to/i-left-my-a-rank-party-to-help-my-former-students-reach-the-dungeon-depths-19460?ref=search,
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx179955-e4UPTow92B1O.jpg,From Old Country Bumpkin to Master Swordsman,https://hianime.to/from-old-country-bumpkin-to-master-swordsman-19551,Season Favorite
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx185939-hqt1He153el8.jpg,Food for the Soul,https://hianimez.to/food-for-the-soul-19603,
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx176246-ndH8bKh7cmzf.jpg,Mono: Weekend Animation,https://hianimez.to/mono-weekend-animation-19574,
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx178462-YW6BgSGGP4az.jpg,I'm Getting Married to a Girl I Hate in My Class,https://hianime.to/watch/im-getting-married-to-a-girl-i-hate-in-my-class-19439?ep=131348,
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx176496-9BDMjAZGEbq4.png,Solo Leveling Season 2: Arise from the Shadow,https://hianime.to/solo-leveling-season-2-arise-from-the-shadow-19413?ref=search,
https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx90481-qVGSJUxxBj2r.jpg,The 100,https://hianime.to/the-100-girlfriends-who-really-really-really-really-really-love-you-season-2-19435?ref=search,
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx180052-i29SxOyEBtXB.jpg,The Red Ranger Becomes an Adventurer in Another World,https://hianime.to/watch/the-red-ranger-becomes-an-adventurer-in-another-world-19463?ep=131814,
https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx132298-8OkFbhdeTipK.png,The Unaware Atelier Master,https://hianime.to/the-unaware-atelier-master-19569,
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx183274-zqrwevS4PBJF.jpg,I'm the Evil Lord of an Intergalactic Empire!,https://hianime.to/im-the-evil-lord-of-an-intergalactic-empire-19561,
https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/b182062-WHsMarbbKkGm.jpg,The Gorilla God's Go-To Girl,https://hianime.to/the-gorilla-gods-go-to-girl-19572,
https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx128896-VJfCBLFkm4Lb.jpg,Witch Watch,https://hianime.to/witch-watch-19552,
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx167336-KpGIIBie71OX.png,Lazarus,https://hianime.to/lazarus-19543,Season Favorite
