ImageURL,Name,URL
https://cdn.myanimelist.net/images/anime/1302/119917.jpg,Hakozume: Kouban Joshi no Gyakushuu,
https://cdn.myanimelist.net/images/anime/1485/119329.jpg,Koroshi Ai,
