ImageURL,Name,URL,
https://myanimelist.net/images/anime/1723/117854.jpg,Banished From the Heroes' Party,https://hianime.to/watch/banished-from-the-heroes-party-17372?ep=83488,
https://myanimelist.net/images/anime/1902/139271.jpg,The Foolish Angel Dances with the Devil,https://hianime.to/the-foolish-angel-dances-with-the-devil-18832?ref=search,
https://cdn.myanimelist.net/images/anime/1734/139673.jpg,My Instant Death Ability is So Overpowered,,
https://cdn.myanimelist.net/images/anime/1624/139672.jpg,Sasaki and Peeps,,
https://cdn.myanimelist.net/images/anime/1733/140802.jpg,The Wrong Way to Use Healing Magic,,
https://cdn.myanimelist.net/images/anime/1533/140617.jpg,7th Time Loop: The Villainess Enjoys a Carefree Life,,
https://cdn.myanimelist.net/images/anime/1801/142390.jpg,Solo Leveling,,
https://cdn.myanimelist.net/images/anime/1008/140287.jpg,The Unwanted Undead Adventurer,,Season Favorite
